0,1,2,3,4,5,6,7
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.9999998807907104,0.9999999403953552,0.9999999403953552,0.9999998807907104,0.9999998807907104,0.9999998807907104,0.9999998807907104,0.9999999403953552
0.9999996423721313,0.9999997019767761,0.9999996423721313,0.9999996423721313,0.9999995827674866,0.9999995827674866,0.9999995827674866,0.9999998211860657
0.9999992251396179,0.9999993443489075,0.9999992847442627,0.9999992251396179,0.9999991655349731,0.9999991655349731,0.9999991655349731,0.9999995827674866
0.9999987483024597,0.9999989867210388,0.9999988079071045,0.9999987483024597,0.9999985694885254,0.9999986290931702,0.9999986886978149,0.9999992251396179
0.999998152256012,0.9999985098838806,0.9999982118606567,0.9999980926513672,0.9999979138374329,0.9999980330467224,0.9999980330467224,0.9999988675117493
0.9999974966049194,0.9999979734420776,0.9999974966049194,0.9999973773956299,0.9999971389770508,0.9999973773956299,0.9999973773956299,0.9999983906745911
0.9999967813491821,0.9999974370002747,0.9999967217445374,0.999996542930603,0.9999963045120239,0.9999966025352478,0.9999966621398926,0.9999979138374329
0.9999959468841553,0.9999968409538269,0.9999958872795105,0.9999956488609314,0.9999954104423523,0.9999958276748657,0.9999958276748657,0.9999973177909851
0.9999951124191284,0.9999961853027344,0.9999949932098389,0.9999946355819702,0.9999944567680359,0.9999949932098389,0.9999949932098389,0.9999967217445374
0.9999942779541016,0.9999954700469971,0.9999939799308777,0.9999935626983643,0.9999935030937195,0.9999940991401672,0.9999940991401672,0.9999960064888
0.9999933838844299,0.999994695186615,0.9999929666519165,0.9999924302101135,0.9999924898147583,0.9999931454658508,0.9999931454658508,0.9999952912330627
0.9999924898147583,0.9999939203262329,0.9999918341636658,0.9999911785125732,0.9999914765357971,0.9999921917915344,0.9999921321868896,0.9999945163726807
0.9999915361404419,0.999993085861206,0.9999906420707703,0.9999898672103882,0.9999904036521912,0.999991238117218,0.9999910593032837,0.9999936819076538
0.9999905824661255,0.9999922513961792,0.99998939037323,0.9999884963035583,0.9999893307685852,0.9999902248382568,0.9999899864196777,0.9999927878379822
0.9999895095825195,0.9999913573265076,0.9999880790710449,0.9999870657920837,0.9999882578849792,0.9999891519546509,0.999988853931427,0.9999918341636658
0.9999883770942688,0.9999903440475464,0.9999867081642151,0.9999855160713196,0.9999871850013733,0.9999881386756897,0.9999877214431763,0.9999908804893494
0.9999872446060181,0.9999893307685852,0.9999852776527405,0.9999839067459106,0.9999860525131226,0.9999870657920837,0.9999865889549255,0.9999898672103882
0.9999859929084778,0.9999882578849792,0.9999837279319763,0.9999822378158569,0.9999849796295166,0.999985933303833,0.9999854564666748,0.9999887943267822
0.9999847412109375,0.9999870657920837,0.9999821186065674,0.9999805092811584,0.9999838471412659,0.999984860420227,0.9999842643737793,0.9999877214431763
0.9999834299087524,0.9999858736991882,0.9999804496765137,0.9999786615371704,0.9999827742576599,0.9999837279319763,0.9999830722808838,0.9999865889549255
0.9999821186065674,0.9999845027923584,0.9999787211418152,0.9999767541885376,0.9999816417694092,0.9999825954437256,0.9999818205833435,0.9999854564666748
0.9999806880950928,0.9999831318855286,0.9999768733978271,0.99997478723526,0.9999805092811584,0.9999814033508301,0.9999805688858032,0.9999842643737793
0.9999791979789734,0.999981701374054,0.9999749660491943,0.9999727010726929,0.9999794363975525,0.9999802112579346,0.9999792575836182,0.9999830722808838
0.999977707862854,0.9999802112579346,0.9999729990959167,0.9999704957008362,0.9999783039093018,0.9999790191650391,0.9999779462814331,0.9999818205833435
0.9999760985374451,0.9999786615371704,0.9999709725379944,0.9999682307243347,0.9999771118164062,0.9999777674674988,0.9999765753746033,0.9999805688858032
0.9999744892120361,0.9999770522117615,0.9999688863754272,0.9999659061431885,0.9999759197235107,0.9999764561653137,0.9999752044677734,0.9999792575836182
0.9999727606773376,0.9999753832817078,0.9999666810035706,0.9999634623527527,0.9999747276306152,0.9999750256538391,0.999973714351654,0.9999778866767883
0.9999710321426392,0.9999736547470093,0.9999644160270691,0.9999608397483826,0.999973475933075,0.9999735355377197,0.9999722242355347,0.9999765157699585
0.9999691247940063,0.9999717473983765,0.9999620318412781,0.9999581575393677,0.9999721646308899,0.9999719262123108,0.999970555305481,0.9999750852584839
